id, Date, Own Capital, Assets, Long Term Liabilities, Current Liabilities, Current Asset, Non Current Asset, Long Credits
513, 2008-05-29, 106125590.02, 406847446.68, 2040097.28, 7955135.87, 51689852.12, 74963610.71, 69175511.85
514, 2008-05-30, 150262072.75, 401888096.82, 3597135.66, 7084424.97, 67755019.48, 46992016.36, 15845863.31
515, 2008-05-31, 150436020.80, 447604975.54, 3652810.36, 2095627.53, 71940968.72, 67203232.60, 86339952.46
516, 2008-06-01, 136500650.82, 796324464.89, 2778324.34, 3101832.09, 36593567.66, 57171259.81, 59808860.19
517, 2008-06-02, 118544577.33, 999031947.16, 3872593.37, 6815982.14, 42270470.18, 42259653.95, 59548172.16
518, 2008-06-03, 139467699.94, 623269145.13, 2484139.57, 5142537.21, 43680054.72, 14508513.48, 86214455.94
519, 2008-06-04, 121667072.51, 864159565.22, 2174055.68, 8762733.57, 78463013.57, 21669751.03, 36222973.37
520, 2008-06-05, 156575706.93, 960459708.29, 3711600.00, 7072490.41, 15515020.12, 42975573.09, 80024892.47
521, 2008-06-06, 137418986.05, 980666545.85, 3668085.39, 8786308.61, 21388529.91, 79302691.02, 31920955.26
522, 2008-06-07, 139339034.10, 543643720.52, 3273439.85, 1323083.71, 68992078.79, 60165834.70, 18877349.22
523, 2008-06-08, 107258635.43, 617428537.74, 2718602.90, 1467925.66, 19538082.86, 80545990.08, 50228642.67
524, 2008-06-09, 119361564.46, 631651804.46, 3551891.88, 1878507.30, 61582056.08, 87434385.33, 54560839.53
525, 2008-06-10, 157088705.55, 932891585.56, 3209273.60, 8660333.04, 16681589.31, 60536745.04, 49235182.38
526, 2008-06-11, 125656334.21, 801349554.61, 3510571.04, 2347408.79, 28190601.35, 49107927.64, 73926168.47
527, 2008-06-12, 118255098.69, 807753170.78, 4772752.59, 8760480.09, 80808548.44, 14489669.49, 86418871.94
528, 2008-06-13, 123843060.49, 530684252.00, 1886466.00, 4573812.93, 37550395.42, 48382174.09, 74926344.77
529, 2008-06-14, 126602042.85, 914375254.62, 3626486.63, 1994205.87, 41847032.74, 25341874.64, 49171866.74
530, 2008-06-15, 109467762.72, 382993806.52, 3628735.21, 5201028.14, 76493002.43, 61525154.07, 68303903.78
531, 2008-06-16, 135413298.68, 763455094.69, 2915902.93, 8434107.67, 49808829.21, 20010992.09, 15341437.18
532, 2008-06-17, 120933127.14, 728194857.27, 4484563.10, 1412798.32, 62298284.54, 34085528.67, 53576077.86
533, 2008-06-18, 112676541.74, 1029878176.78, 3901317.33, 5996303.09, 56362345.22, 82233407.78, 58258095.68
534, 2008-06-19, 110550225.83, 623576381.72, 2459197.52, 4881300.97, 23181957.89, 33616520.78, 14612186.87
535, 2008-06-20, 127219026.07, 960114415.80, 1984385.32, 7709359.82, 33613432.78, 67215707.18, 30539928.63
536, 2008-06-21, 138298273.43, 421080250.73, 4185201.68, 7939382.62, 45087067.00, 13103968.35, 38535860.91
537, 2008-06-22, 107557829.47, 735123690.20, 2870361.40, 7713295.27, 53142776.82, 85482520.85, 23826385.53
538, 2008-06-23, 117020278.34, 767713509.80, 3495538.36, 9068786.46, 19761507.81, 59771887.23, 64866558.65
539, 2008-06-24, 121823225.57, 1009923733.99, 3514342.12, 1984418.46, 57279995.66, 75081593.75, 87590177.27
540, 2008-06-25, 130481973.46, 980833926.16, 4549841.19, 8915338.20, 20725965.04, 27256565.86, 61427601.39
541, 2008-06-26, 140923037.77, 530607043.90, 4092259.40, 8482882.17, 41047884.94, 71872863.63, 19601980.79
542, 2008-06-27, 105682889.74, 985333658.12, 5435820.59, 3713630.83, 20873895.87, 86869780.34, 69593573.03
543, 2008-06-28, 144123383.61, 795173936.45, 4682905.90, 3929581.48, 18385161.29, 39483279.98, 74400918.66
544, 2008-06-29, 119142235.43, 464326492.07, 1958818.57, 4680292.06, 21491886.99, 68768598.45, 36904940.21
545, 2008-06-30, 122561794.95, 776127729.65, 3128753.46, 3585346.61, 31135851.23, 65319372.74, 24210845.15
546, 2008-07-01, 124655212.66, 553594592.14, 3330943.45, 8225382.55, 86133102.15, 86496883.04, 55871306.81
547, 2008-07-02, 152905031.98, 403830958.54, 2060987.37, 7392575.34, 51646209.78, 48521679.64, 59824639.51
548, 2008-07-03, 115850749.48, 651527007.90, 2094019.51, 7466203.74, 12527842.19, 78441493.64, 53286782.80
549, 2008-07-04, 142272265.22, 857475205.85, 4742140.24, 6052604.36, 57951776.96, 18448359.81, 66601618.31
550, 2008-07-05, 125741069.72, 460786401.75, 4432032.30, 3207652.80, 52108374.61, 75865756.49, 31610138.55
551, 2008-07-06, 113552601.83, 687303605.98, 2064292.05, 8884796.44, 73824444.90, 16534106.52, 66754753.76
552, 2008-07-07, 108863416.85, 756533282.72, 3404558.80, 8160560.27, 45941388.43, 90555784.90, 44013793.34
553, 2008-07-08, 106752252.68, 981011823.86, 4392364.22, 5509933.42, 59648161.85, 17008568.62, 32416408.53
554, 2008-07-09, 142354855.46, 517200763.69, 2309638.59, 3261713.21, 74670778.93, 30780731.31, 35259976.19
555, 2008-07-10, 106298951.68, 487386253.87, 3056630.66, 7693917.04, 51640976.04, 20413687.04, 38751627.09
556, 2008-07-11, 115299434.38, 436246271.32, 4080530.25, 1254200.87, 61088698.93, 43574831.56, 12275788.39
557, 2008-07-12, 154549950.82, 419175791.12, 4397109.27, 3154786.11, 14704883.25, 33045493.20, 67520207.18
558, 2008-07-13, 152044124.00, 800326936.86, 2447161.13, 4025911.59, 15902448.36, 42043445.56, 88544501.06
559, 2008-07-14, 141332328.89, 945517162.69, 3162235.50, 5339118.87, 29799700.54, 76254169.88, 48813313.24
560, 2008-07-15, 113108417.99, 829362789.68, 3467248.03, 4395585.67, 75300772.36, 75662918.41, 63248811.92
561, 2008-07-16, 126864422.85, 435103805.20, 2327698.19, 3940887.83, 51909825.96, 44291928.65, 84151470.08
562, 2008-07-17, 111171705.24, 905089100.71, 1771237.23, 4694533.27, 29855052.00, 48801824.10, 29862673.47
563, 2008-07-18, 145494504.54, 1002393090.00, 4021785.89, 8953529.13, 73120644.68, 14243786.69, 17183662.48
564, 2008-07-19, 130576364.68, 749067213.82, 4778293.66, 2696172.41, 58271763.99, 55265452.07, 10953017.74
565, 2008-07-20, 112423125.38, 806526441.07, 2402036.23, 5510926.34, 57337689.77, 38078211.90, 20329281.23
566, 2008-07-21, 156502834.61, 1000893862.89, 3945634.93, 1770705.27, 22082933.35, 26502578.66, 26853412.72
567, 2008-07-22, 147806609.35, 552125032.09, 2333997.09, 3751886.82, 60092668.33, 60102281.64, 75205778.12
568, 2008-07-23, 113550562.20, 1019622641.39, 3852478.87, 5089557.25, 35842410.19, 63107915.64, 61567525.37
569, 2008-07-24, 149399559.43, 400070188.63, 3093981.97, 3343985.35, 22126679.05, 51687045.50, 49314052.83
570, 2008-07-25, 128791416.69, 1049589660.87, 2582372.74, 2213972.60, 44238493.02, 10691061.12, 42962875.23
571, 2008-07-26, 111253981.34, 407482481.88, 2367087.85, 4939881.71, 61126083.03, 12677068.47, 11916228.89
572, 2008-07-27, 107361459.24, 867476864.89, 3015416.15, 5215955.33, 49089552.23, 44502812.23, 32628411.66
573, 2008-07-28, 109059659.93, 705411876.60, 4541615.72, 8996116.06, 66551261.25, 39590842.00, 66060773.65
574, 2008-07-29, 149339275.56, 837602901.94, 3270743.89, 3516599.35, 24837024.53, 51502231.72, 49179693.17
575, 2008-07-30, 129309756.15, 712613087.94, 2104638.09, 5706067.38, 89652857.72, 65534523.17, 70003787.62
576, 2008-07-31, 145421437.34, 514645096.74, 4036372.61, 6128565.38, 58309797.54, 20189944.95, 74696078.73
577, 2008-08-01, 149346006.21, 1056781713.01, 4046682.43, 4296905.94, 60442604.85, 69309044.36, 10471054.63
578, 2008-08-02, 129289361.27, 681958812.85, 2716151.64, 5414225.57, 16074171.62, 24994176.38, 71305496.37
579, 2008-08-03, 154074277.02, 573517058.63, 3938255.67, 4364843.02, 40210093.18, 44950936.97, 57105505.32
580, 2008-08-04, 150678061.76, 924372234.35, 2597291.31, 5757089.18, 64647984.71, 78609769.28, 30356916.34
581, 2008-08-05, 107035804.83, 402995960.82, 2269854.78, 7942781.52, 79708725.79, 12153141.66, 19464526.33
582, 2008-08-06, 136530514.47, 733294054.51, 3854520.83, 7217192.05, 49203332.89, 80132126.13, 28977257.63
583, 2008-08-07, 124545307.89, 451794447.75, 4054082.57, 8355878.72, 16239172.98, 55471495.59, 86989958.46
584, 2008-08-08, 145913363.80, 946794625.94, 1940504.06, 3196301.78, 34881666.27, 29378035.28, 21566338.54
585, 2008-08-09, 117753989.19, 688587449.98, 3791281.78, 8076984.46, 17225893.60, 57519754.33, 43625201.66
586, 2008-08-10, 158685884.41, 915644781.36, 3686985.45, 1965807.39, 11676179.56, 21158871.30, 30986165.95
587, 2008-08-11, 122350503.04, 805602720.86, 3815019.03, 7317527.22, 43258358.43, 79922593.66, 45524452.27
588, 2008-08-12, 122102991.04, 475035422.08, 3528193.61, 7192748.72, 69718620.44, 18760624.94, 74766815.30
589, 2008-08-13, 143828139.21, 1053436636.82, 3428392.61, 3222528.80, 52873878.19, 72191862.66, 13640622.83
590, 2008-08-14, 125212863.89, 394681852.04, 4108464.83, 5563856.72, 18340138.30, 20568071.69, 61754305.04
591, 2008-08-15, 121709870.33, 543756537.58, 3093001.66, 8925609.46, 36376092.99, 22634391.52, 72758335.68
592, 2008-08-16, 146151684.11, 809177291.91, 5774757.56, 2227072.52, 60066425.96, 12064314.21, 82972591.17
593, 2008-08-17, 118285933.55, 893487769.14, 3302189.40, 3619023.54, 78549277.43, 34404212.07, 61253829.05
594, 2008-08-18, 131473979.69, 911516550.06, 3306751.22, 8912648.77, 61705030.56, 50787748.99, 86393956.46
595, 2008-08-19, 128438096.42, 740472357.66, 3132086.83, 6487280.71, 75716337.69, 34717918.37, 78095630.37
596, 2008-08-20, 111548339.89, 785460459.32, 4349893.19, 7966344.75, 41582630.17, 79193347.01, 47920812.79
597, 2008-08-21, 117289519.89, 669053968.36, 2774183.31, 3224486.11, 78897250.48, 65159799.99, 74093265.22
598, 2008-08-22, 111682489.10, 556979763.33, 2449245.74, 5030373.73, 19518426.78, 86725621.37, 61305060.23
599, 2008-08-23, 124816311.19, 890586204.42, 3019750.98, 2787133.61, 66127326.00, 11644008.23, 87873719.17
600, 2008-08-24, 137204128.46, 764097625.97, 2619029.67, 6569299.55, 11368251.47, 63517023.26, 69906531.46
601, 2008-08-25, 107922935.23, 478545612.32, 2379197.74, 5148424.40, 72303099.94, 87438056.78, 50108454.18
602, 2008-08-26, 127920058.81, 494307598.49, 5084006.98, 8746969.78, 16719473.26, 78571850.48, 68264657.12
603, 2008-08-27, 119225476.01, 564496655.50, 2669263.38, 7498562.89, 75714719.27, 49728636.34, 10919793.27
604, 2008-08-28, 145328521.48, 470572852.80, 3156721.85, 2541740.18, 37030037.85, 70467186.77, 10825468.16
605, 2008-08-29, 115770483.94, 555964111.80, 4001984.70, 8736989.56, 82107365.51, 32167823.85, 27400513.81
606, 2008-08-30, 142618341.40, 575399139.90, 4646549.72, 3934851.17, 56237381.45, 11455156.39, 21550438.84
607, 2008-08-31, 111417305.89, 468778207.11, 3787722.25, 6422378.84, 66969816.33, 34356499.55, 29423281.28
608, 2008-09-01, 144597979.66, 743610963.29, 3735388.58, 1988654.78, 61540522.90, 51412093.49, 27564718.09
609, 2008-09-02, 140720144.50, 1012730355.80, 4273991.44, 4822122.52, 68434408.19, 63900772.33, 26441964.30
610, 2008-09-03, 136823501.33, 928992753.03, 3249622.56, 2675304.70, 77095680.42, 26499058.23, 28999257.98
611, 2008-09-04, 141640213.79, 480698058.38, 4289377.91, 1074035.04, 41081491.15, 14156711.36, 88028837.93
612, 2008-09-05, 140322372.91, 1043696752.36, 4805780.14, 4739268.91, 31096157.98, 69937800.52, 61904742.49
613, 2008-09-06, 154943146.65, 730550250.72, 2172508.52, 4901431.73, 30001546.37, 19121519.32, 35638137.14
614, 2008-09-07, 110368437.94, 468285693.65, 3980071.59, 6137527.41, 11013141.42, 12647422.13, 87712546.25
615, 2008-09-08, 143674937.96, 698167672.72, 3509161.34, 4380953.02, 13547380.28, 57487873.50, 18413515.70
616, 2008-09-09, 119499114.98, 878649127.72, 3196746.30, 1883792.77, 65554464.84, 63793850.29, 59896455.03
617, 2008-09-10, 124131675.50, 831058406.22, 3100616.08, 2812835.58, 62412899.07, 32361003.67, 43006203.88
618, 2008-09-11, 135863184.79, 911118943.34, 5268866.61, 3609719.61, 11795042.10, 50423084.94, 78259992.04
619, 2008-09-12, 106655916.99, 562034640.44, 4158301.33, 4815858.77, 40327572.05, 29738587.36, 42982295.65
620, 2008-09-13, 138734809.03, 970248676.38, 5082753.01, 1721471.63, 72688484.28, 82705583.60, 50082815.11
621, 2008-09-14, 150803227.66, 473482095.20, 2774624.28, 7458725.38, 87407398.23, 38508430.46, 87701075.95
622, 2008-09-15, 111848591.79, 485699666.62, 3825869.86, 1872159.44, 82066524.68, 57143838.23, 63662565.96
623, 2008-09-16, 110954675.17, 975356650.60, 3687140.33, 1352082.59, 26080834.33, 61187203.36, 24827565.55
624, 2008-09-17, 107818618.29, 454353449.59, 2596303.20, 1550633.79, 16169942.75, 31868364.37, 47393810.49
625, 2008-09-18, 142599776.73, 521566955.33, 3388190.87, 3504236.75, 82641117.88, 11055347.50, 55446945.70
626, 2008-09-19, 149384326.94, 963576625.05, 4221450.22, 5337596.44, 75184871.80, 76530006.35, 76313021.81
627, 2008-09-20, 140200760.96, 717555511.32, 3311281.11, 1587277.90, 30541378.81, 78769621.56, 36489399.29
628, 2008-09-21, 130718313.78, 599638117.84, 3190351.71, 3376993.26, 56341317.79, 58759719.87, 27026537.26
629, 2008-09-22, 149255441.37, 820769578.26, 2307393.44, 3662692.04, 37521728.65, 55622596.72, 10802569.54
630, 2008-09-23, 111307643.91, 913734635.41, 3715494.32, 5800367.74, 34135754.92, 20283941.68, 35618693.43
631, 2008-09-24, 131003179.70, 631010744.67, 3626373.74, 4388774.30, 88344814.96, 25095048.61, 33187722.87
632, 2008-09-25, 129709963.01, 405367953.63, 3490438.44, 1162353.78, 28287781.77, 59017967.80, 46251785.00
633, 2008-09-26, 140943308.10, 721088777.15, 2852527.22, 4032957.88, 20744223.66, 74612203.83, 69775712.35
634, 2008-09-27, 116137935.10, 895249533.89, 2142752.71, 1990269.73, 72364519.86, 86057588.03, 34126962.73
635, 2008-09-28, 156657078.33, 888267426.96, 4881569.05, 4798860.54, 41867419.07, 67875462.19, 18071430.10
636, 2008-09-29, 116452708.28, 1036846959.47, 3954662.85, 1667947.79, 82138451.08, 35370484.25, 68697517.37
637, 2008-09-30, 120541161.30, 731272625.59, 4486095.31, 3850486.71, 55723560.72, 42348957.45, 24247772.99
638, 2008-10-01, 132989618.59, 960378767.50, 4220437.71, 4449328.71, 52993370.45, 38730263.00, 79210857.88
639, 2008-10-02, 120963694.84, 898115258.49, 2481014.20, 2086030.13, 49683528.63, 71406213.33, 21516283.37
640, 2008-10-03, 138722049.23, 702684592.06, 3889244.24, 1967408.20, 13570821.72, 13024548.64, 46945891.90
641, 2008-10-04, 107089551.57, 945021004.73, 3416097.13, 2012101.59, 46541429.31, 22535838.50, 72877665.50
642, 2008-10-05, 114991449.35, 740560783.60, 4294456.33, 8449231.12, 73476965.13, 11004923.93, 58275775.89
643, 2008-10-06, 156496770.92, 524847355.76, 2693453.82, 1932762.18, 21410863.41, 63710506.29, 15221517.53
644, 2008-10-07, 137380178.77, 621644085.64, 2151253.57, 6876775.85, 36110456.27, 22266222.25, 21873282.19
645, 2008-10-08, 122777927.31, 877504794.79, 2534023.30, 7850212.79, 40760634.97, 36082267.66, 69897653.28
646, 2008-10-09, 108642211.88, 565884772.76, 2575140.07, 5406718.27, 86093514.13, 81049472.50, 66267939.09
647, 2008-10-10, 109932443.62, 459202987.85, 3602842.55, 2618443.53, 38581013.62, 48956414.55, 34468484.25
648, 2008-10-11, 145088556.74, 868328570.86, 3904941.24, 8503065.93, 22106698.33, 47970233.53, 65351595.16
649, 2008-10-12, 126255063.33, 621310462.46, 4064548.84, 4794276.11, 75614292.31, 17906609.77, 88880091.20
650, 2008-10-13, 133771781.81, 594648352.70, 4106015.09, 6129937.84, 24602704.66, 23905535.06, 14054020.69
651, 2008-10-14, 126324998.15, 612868764.34, 3721181.23, 6144584.34, 35254358.79, 65800255.26, 18625238.56
652, 2008-10-15, 130565221.67, 919829841.54, 4552131.66, 7937464.70, 75383327.73, 63561212.96, 75565144.88
653, 2008-10-16, 157176560.86, 1018175054.75, 4213829.19, 3412949.35, 84487200.69, 90592621.53, 56469099.49
654, 2008-10-17, 108295866.82, 982426451.28, 3727744.64, 2729844.17, 87634754.80, 69348463.98, 47342069.94
655, 2008-10-18, 153549571.15, 602065496.81, 4738101.21, 7744163.47, 32548080.37, 28332755.40, 75022233.76
656, 2008-10-19, 133933223.24, 727222294.10, 4310715.25, 2580472.76, 74520944.83, 87208763.88, 14015554.86
657, 2008-10-20, 138465777.94, 846474666.06, 3247334.62, 3919396.63, 24377767.51, 78846614.04, 68312082.01
658, 2008-10-21, 152296744.61, 984473504.46, 4947730.73, 8344546.46, 23674111.57, 49419465.19, 60059395.76
659, 2008-10-22, 153157912.84, 643491914.05, 2029421.22, 5488992.36, 29985841.48, 45072494.02, 20010456.07
660, 2008-10-23, 107696823.37, 1058226546.99, 4066636.16, 6658969.30, 76662895.49, 52508732.38, 42719057.42
661, 2008-10-24, 130854573.37, 540948607.77, 3347346.11, 3870118.98, 19108036.80, 41320697.32, 57192306.81
662, 2008-10-25, 141586609.59, 935318226.33, 4901322.37, 2363481.92, 27370912.22, 52686371.15, 73738361.96
663, 2008-10-26, 119467516.74, 817741657.53, 4817656.48, 5194074.85, 25171786.50, 12480459.05, 58740424.49
664, 2008-10-27, 109151280.76, 1031539119.69, 4128869.23, 6770815.97, 89256587.84, 74941403.01, 86889363.79
665, 2008-10-28, 123104808.57, 948582855.99, 4069802.33, 7866916.47, 53297838.47, 84034209.56, 57057122.14
666, 2008-10-29, 144672762.94, 801227107.16, 3516045.14, 7971953.97, 53225615.23, 55677001.62, 40668232.82
667, 2008-10-30, 144847094.63, 429906397.86, 3635105.74, 5232792.01, 22533951.70, 33226967.54, 29976927.48
668, 2008-10-31, 123448180.78, 526109476.93, 3424194.00, 1479114.34, 67322498.21, 44666307.61, 53706108.67
669, 2008-11-01, 117363095.99, 915625746.43, 2863500.03, 6559938.56, 44011430.03, 86970897.02, 14278442.03
670, 2008-11-02, 136431871.75, 722578927.30, 4229055.11, 6379810.40, 14594065.62, 76712316.62, 39953896.61
671, 2008-11-03, 137306846.81, 647657446.84, 2914778.82, 7570595.21, 48159760.33, 59701616.86, 11048980.00
672, 2008-11-04, 134191441.76, 671508089.49, 2291378.42, 7368699.82, 17428458.11, 85782857.11, 29550062.35
673, 2008-11-05, 142148592.31, 679464513.08, 2924573.14, 6621866.66, 40226554.52, 63477562.20, 53356161.00
674, 2008-11-06, 112280713.81, 751907590.29, 3505812.13, 6558096.18, 14505044.27, 84771647.84, 11341489.68
675, 2008-11-07, 145882912.53, 781624297.51, 3450697.72, 6782113.87, 85516701.83, 26651142.31, 77794980.89
676, 2008-11-08, 126687461.16, 660845185.13, 3851536.58, 6897241.72, 77615155.75, 59712110.51, 34528299.76
677, 2008-11-09, 135400743.30, 683011183.13, 2394768.63, 2832528.83, 79712085.42, 90753790.41, 80637829.87
678, 2008-11-10, 134809230.85, 1057553974.33, 4049096.06, 1856693.22, 21578256.26, 73889909.66, 69605223.97
679, 2008-11-11, 160053023.86, 656972436.75, 2913632.05, 8074600.28, 26980051.45, 39335008.38, 25297645.59
680, 2008-11-12, 151365861.91, 665111030.47, 3946000.25, 5272324.53, 11796384.27, 64114626.91, 18251552.48
681, 2008-11-13, 146199485.98, 673978562.60, 4589195.72, 7089318.34, 34742292.96, 47893602.83, 78829603.05
682, 2008-11-14, 144326068.19, 694584465.64, 5197596.59, 8036510.55, 25464449.12, 44313473.48, 77022252.48
683, 2008-11-15, 127435540.44, 974923232.53, 3545677.11, 8050721.84, 81078772.98, 54528931.50, 56773042.41
684, 2008-11-16, 107515347.10, 625619712.83, 2741932.72, 4700059.62, 33333915.63, 58830789.30, 36178380.17
685, 2008-11-17, 112781194.61, 771933700.53, 3420716.28, 2317715.22, 57032748.17, 35291396.07, 34165807.97
686, 2008-11-18, 125765906.83, 438971942.12, 4003487.35, 1944272.02, 85246114.33, 28164545.99, 71410395.10
687, 2008-11-19, 155239999.26, 976487650.38, 2988982.76, 4799189.60, 48838210.30, 15656140.32, 37249330.91
688, 2008-11-20, 130621724.32, 538513498.78, 4883602.20, 3856544.23, 73498575.82, 32966295.70, 47265627.06
689, 2008-11-21, 142696860.52, 633458213.35, 4667631.82, 2714248.37, 12251518.93, 43442648.75, 42270240.52
690, 2008-11-22, 119952315.44, 427500983.76, 3030259.95, 4509719.78, 34632185.30, 40818304.66, 54866482.38
691, 2008-11-23, 117028010.45, 408526163.87, 2656434.35, 7673870.57, 52400640.79, 41351105.80, 45893253.78
692, 2008-11-24, 144809165.77, 1014452505.46, 2997466.25, 2270081.35, 17538328.43, 50741390.46, 59601834.39
693, 2008-11-25, 111669255.63, 444769984.65, 3992210.16, 4542012.79, 86751957.11, 77179826.82, 54748553.16
694, 2008-11-26, 122077714.82, 908217136.67, 4512542.40, 6580004.09, 45472831.31, 62976862.98, 39905376.07
695, 2008-11-27, 151133778.13, 857230152.25, 3585515.07, 3697888.65, 73999921.08, 23418760.69, 40068439.78
696, 2008-11-28, 143422549.48, 407764935.16, 4703432.64, 4181009.24, 72798781.01, 42788597.65, 66969191.30
697, 2008-11-29, 150901987.52, 633231026.52, 4167486.98, 1559018.52, 64792134.33, 59633623.63, 30319560.78
698, 2008-11-30, 157505531.86, 412972979.56, 3567320.14, 8907531.55, 56342236.99, 41823515.37, 27859230.89
699, 2008-12-01, 128454163.50, 974629874.93, 3654170.52, 5363902.72, 36488082.54, 59145260.19, 84747344.44
700, 2008-12-02, 122147543.61, 959094083.12, 4157029.93, 7078628.33, 55069691.87, 70448801.86, 60805740.13
701, 2008-12-03, 109889075.34, 1050613953.93, 4616892.76, 8468818.39, 65113372.13, 75569301.52, 79661826.52
702, 2008-12-04, 149669611.10, 423006941.67, 5665459.55, 1367873.51, 52693094.79, 43878194.34, 88484320.45
703, 2008-12-05, 138864561.56, 854832160.62, 4159171.85, 8514138.01, 47726153.61, 21518307.97, 56909137.39
704, 2008-12-06, 142345192.17, 1063824003.92, 4187591.53, 6532187.03, 56434978.13, 61367865.26, 21776055.50
705, 2008-12-07, 159788664.82, 432150715.34, 2946508.68, 5234573.31, 58925975.86, 36346555.41, 24542336.40
706, 2008-12-08, 139037771.60, 819231229.40, 3248332.14, 2135591.81, 82849545.65, 41201059.06, 31662860.96
707, 2008-12-09, 111186295.24, 630322090.44, 2442386.74, 4274925.52, 27060735.44, 78439710.61, 12082338.03
708, 2008-12-10, 146147122.67, 923772019.05, 4559648.91, 3762053.26, 57055816.29, 39036330.40, 25424074.34
709, 2008-12-11, 119534079.94, 598776785.10, 3181019.07, 5140058.63, 26334095.93, 68745860.20, 53289758.10
710, 2008-12-12, 120422102.77, 1070125334.09, 4617383.50, 9014874.75, 59606197.52, 70693118.54, 47288323.94
711, 2008-12-13, 118845990.99, 662337885.33, 2784732.74, 8714481.34, 15292786.00, 86650087.83, 82195441.61
712, 2008-12-14, 135923714.87, 928779842.27, 4281747.03, 7166903.52, 29696347.48, 56562463.22, 19680436.39
713, 2008-12-15, 108503711.88, 639663452.54, 4065237.71, 5619952.54, 24277588.75, 39988894.29, 54627508.68
714, 2008-12-16, 156673369.81, 1006502576.35, 2575074.29, 6270188.48, 29642678.96, 57251624.18, 28406568.39
715, 2008-12-17, 146669679.58, 738126765.54, 3448763.79, 5630545.67, 43060509.04, 79470721.47, 60436745.38
716, 2008-12-18, 153340336.30, 592459199.44, 3894646.42, 4357460.20, 29548468.59, 50935804.84, 16261511.59
717, 2008-12-19, 114346174.17, 684286632.24, 4371288.18, 7030519.44, 47248180.72, 24344479.85, 41212860.17
718, 2008-12-20, 121827705.95, 812103071.86, 2737662.39, 8222774.29, 81698289.58, 16370851.55, 71043373.74
719, 2008-12-21, 144444908.26, 997525905.91, 3253526.03, 2735712.07, 68142342.15, 10822012.33, 29871184.13
720, 2008-12-22, 131496399.50, 780727482.15, 2542258.54, 6278787.06, 90245053.87, 78335760.26, 25978246.46
721, 2008-12-23, 108812326.95, 934391256.21, 5626810.74, 5801763.56, 37478049.51, 28365779.64, 32456072.19
722, 2008-12-24, 155299578.48, 906370582.77, 1933099.16, 8463849.18, 81750656.96, 51622981.88, 43990160.63
723, 2008-12-25, 158623327.56, 730955268.69, 2376274.36, 2899782.50, 82989937.76, 43203533.81, 78985836.90
724, 2008-12-26, 133553955.69, 750978459.51, 3773483.28, 6077804.12, 21026577.06, 12824374.04, 53967994.56
725, 2008-12-27, 140891359.08, 1016347979.39, 5876260.46, 4587788.46, 56455909.65, 12134773.39, 18315746.04
726, 2008-12-28, 159697044.77, 1023117224.04, 5262788.13, 4998862.77, 44589317.46, 39753250.61, 20887489.27
727, 2008-12-29, 129852430.34, 939801557.65, 3156910.50, 6477530.79, 10810996.52, 81264617.12, 26168698.48
728, 2008-12-30, 147201291.43, 903858938.52, 4412668.62, 1266163.44, 70139363.65, 73835169.41, 58780476.54
729, 2008-12-31, 124977818.87, 418538167.88, 3813331.83, 2237221.97, 12537885.56, 84141087.28, 20101938.24
730, 2009-01-01, 151375027.70, 1045305869.81, 3315131.13, 3201248.89, 15216058.21, 23187756.79, 27063487.76
731, 2009-01-02, 138232495.47, 924670700.20, 4074993.74, 4348347.94, 65328649.45, 32103177.52, 85054570.38
732, 2009-01-03, 151584236.62, 960355770.04, 3402061.78, 4666994.98, 15259616.37, 27011712.52, 11057680.55
733, 2009-01-04, 116123400.73, 627703375.95, 3820470.06, 4852139.88, 44768528.95, 78089294.92, 89453649.88
734, 2009-01-05, 107597357.99, 986793025.64, 3591122.44, 6536044.55, 65577285.67, 69108042.56, 27227596.29
735, 2009-01-06, 148503900.98, 502535829.48, 4256885.90, 9054075.60, 28348060.78, 66235341.29, 16912778.12
736, 2009-01-07, 158846709.49, 964517620.17, 3036323.97, 8539997.62, 35479136.36, 21348091.56, 19926774.61
737, 2009-01-08, 149514990.04, 557630156.83, 2029599.54, 2184582.44, 89098581.11, 84046152.75, 38129951.96
738, 2009-01-09, 112748193.91, 908166983.28, 2582886.38, 6441457.83, 88980350.56, 46704454.76, 69542401.05
739, 2009-01-10, 113411582.82, 897564628.60, 4709539.51, 6829970.77, 25909970.50, 75053859.76, 52619077.81
740, 2009-01-11, 135676650.87, 571946773.51, 4281134.85, 8888653.04, 53871282.49, 85077047.05, 55700198.71
741, 2009-01-12, 156447491.21, 956726708.81, 4503564.97, 4658675.19, 33064900.48, 83400265.29, 15641705.36
742, 2009-01-13, 132733176.41, 900185925.02, 4635661.13, 7065011.05, 28477048.16, 35433908.13, 18352654.19
743, 2009-01-14, 139792878.26, 805211055.75, 4433996.42, 7464162.19, 86514415.25, 26709646.07, 74381212.44
744, 2009-01-15, 122281871.75, 652749147.52, 3280993.91, 5906128.25, 67196685.23, 54942164.25, 40073990.61
745, 2009-01-16, 141325710.83, 837684167.91, 3054862.99, 1515520.57, 34318993.58, 46076453.39, 33775961.95
746, 2009-01-17, 129671366.30, 1027568455.76, 3823247.77, 3303259.38, 47126876.68, 44815692.47, 53678799.86
747, 2009-01-18, 114893382.73, 698055892.23, 3279016.23, 4699862.51, 20975609.67, 57333837.66, 11990423.16
