date, own_capital, borrowed_capital, assets, lt_liabilities, current_liability, current_asset, non_current_assets, long_credits
2010-09-02, 114352284.64, 11741425.40, 62880774.94, 626959235.52, 627083797.85, 5704632.62, 57176142.32, -124562.33
2010-09-03, 174050839.12, 5388483.45, 91367080.40, 2956814867.88, 2958514484.32, 4341660.84, 87025419.56, -1699616.45
2010-09-04, 81221204.27, 9143126.91, 40106588.36, 2870449054.88, 2870498609.74, -504013.77, 40610602.14, -49554.86
2010-09-05, 63616513.18, -106600.63, 43150788.60, 28297077.65, 24562953.71, 11342532.01, 31808256.59, 3734123.94
2010-09-06, 123053588.80, 5780483.15, 65998906.46, 1014947867.76, 1010485816.60, 4472112.06, 61526794.40, 4462051.17
2010-09-07, 133966899.61, 14064557.88, 73543988.40, 2436038632.54, 2436211147.79, 6560538.60, 66983449.80, -172515.24
2010-09-08, 67784842.34, -2930353.52, 36385938.66, 229299312.59, 228801345.53, 2493517.49, 33892421.17, 497967.06
2010-09-09, 72091587.64, 5952118.65, 44740425.43, 3070035582.88, 3063923034.68, 8694631.61, 36045793.82, 6112548.20
2010-09-10, 147869552.54, 4481393.26, 74878096.32, 1982619565.13, 1979366117.79, 943320.05, 73934776.27, 3253447.33
2010-09-11, 42541344.29, -951616.35, 34479389.06, 3702250602.46, 3703658225.32, 13208716.91, 21270672.15, -1407622.86
2010-09-12, 152559203.58, 13683168.69, 89479238.94, 178092187.02, 170132014.02, 13199637.15, 76279601.79, 7960173.00
2010-09-13, 160427827.09, 13131533.19, 86430377.97, 2900088648.60, 2900109102.60, 6216464.42, 80213913.55, -20454.00
2010-09-14, 115626746.28, 5493500.19, 54807128.56, 1893933616.89, 1894863933.10, -3006244.58, 57813373.14, -930316.21
2010-09-15, 99788060.41, 9007518.73, 52002535.92, 1462349492.10, 1455020864.84, 2108505.71, 49894030.21, 7328627.26
2010-09-16, 141952842.22, 2054319.73, 83556531.00, 4125740211.14, 4125775117.94, 12580109.89, 70976421.11, -34906.80
2010-09-17, 125362809.42, -1325314.97, 66221678.13, 2956799921.17, 2953083057.54, 3540273.41, 62681404.71, 3716863.63
2010-09-18, 25772600.04, 9431371.08, 25990902.35, 2970419400.08, 2968060901.41, 13104602.34, 12886300.02, 2358498.68
2010-09-19, 173894779.86, 2299500.97, 96269276.73, 941308005.26, 932309756.28, 9321886.80, 86947389.93, 8998248.97
2010-09-20, 25034604.65, 12431657.14, 25408653.03, 1359709328.73, 1357321095.20, 12891350.70, 12517302.32, 2388233.53
2010-09-21, 74999518.80, 4465701.23, 47880198.65, 360688631.54, 351359815.43, 10380439.25, 37499759.40, 9328816.11
2010-09-22, 96194545.71, 3523841.35, 59914870.38, 4374266220.20, 4368644498.95, 11817597.53, 48097272.86, 5621721.24
2010-09-23, 138645678.44, 6420176.06, 75545108.24, 3170683833.67, 3163317602.72, 6222269.02, 69322839.22, 7366230.95
2010-09-24, 145869873.95, 12886436.82, 72506907.92, 2685366097.93, 2687572080.74, -428029.05, 72934936.97, -2205982.81
2010-09-25, 144643599.54, -1032943.03, 69287207.31, 4372073766.25, 4373931492.65, -3034592.46, 72321799.77, -1857726.39
2010-09-26, 50398942.27, 347331.01, 27309064.63, 1464303197.98, 1455347293.87, 2109593.49, 25199471.13, 8955904.10
2010-09-27, 94708702.37, 3576003.35, 57983326.87, 3079889269.89, 3071192522.76, 10628975.68, 47354351.18, 8696747.13
2010-09-28, 169641470.00, 5612118.37, 88488323.45, 2877373507.59, 2874390941.10, 3667588.45, 84820735.00, 2982566.49
2010-09-29, 47505570.23, 12806150.60, 28372990.27, 2353004217.57, 2352322349.36, 4620205.15, 23752785.12, 681868.22
2010-09-30, 103346577.80, 8532132.48, 65858369.89, 2896189394.80, 2887648289.53, 14185080.99, 51673288.90, 8541105.27
2010-10-01, 44296595.51, -2033064.38, 35463002.08, 2284520274.31, 2276767961.15, 13314704.32, 22148297.76, 7752313.16
2010-10-02, 51783716.26, 12608426.44, 26113723.51, 3184749444.35, 3176686307.61, 221865.38, 25891858.13, 8063136.73
2010-10-03, 149955247.12, 460728.89, 78861704.46, 1347364777.02, 1338306333.72, 3884080.90, 74977623.56, 9058443.30
2010-10-04, 146479690.22, -744145.35, 85246572.81, 2415178099.01, 2416441477.89, 12006727.71, 73239845.11, -1263378.88
2010-10-05, 52471676.70, 7932074.97, 34290022.33, 880933724.72, 882235179.23, 8054183.98, 26235838.35, -1301454.52
2010-10-06, 160196000.98, 955311.36, 88386339.35, 2208265523.09, 2199220262.15, 8288338.86, 80098000.49, 9045260.93
2010-10-07, 150969317.09, 148252.82, 79163987.76, 2505623235.24, 2496469847.67, 3679329.21, 75484658.55, 9153387.58
2010-10-08, 136951490.53, 8982791.42, 67437484.78, 1847622962.48, 1845916465.69, -1038260.49, 68475745.26, 1706496.79
2010-10-09, 161340965.09, 12673185.88, 84565736.69, 931265384.66, 927498343.46, 3895254.15, 80670482.54, 3767041.19
2010-10-10, 96569026.03, 11707096.02, 52908549.95, 3820985777.46, 3820760645.76, 4624036.93, 48284513.02, 225131.69
2010-10-11, 24522676.75, -649551.58, 25919505.27, 3787056991.27, 3778981995.87, 13658166.90, 12261338.38, 8074995.40
2010-10-12, 82350611.54, 1121848.80, 42757374.73, 3682192709.36, 3681531487.36, 1582068.96, 41175305.77, 661222.00
2010-10-13, 48486098.90, 9575269.19, 29583920.92, 4206865973.25, 4204943089.13, 5340871.47, 24243049.45, 1922884.12
2010-10-14, 117936831.54, 4058529.66, 61696247.01, 3767128136.19, 3761675258.87, 2727831.24, 58968415.77, 5452877.32
2010-10-15, 96550170.43, 13528387.84, 59821530.38, 1007658233.10, 1003430220.28, 11546445.16, 48275085.21, 4228012.81
2010-10-16, 155620924.65, 2401038.73, 88743080.40, 3845336740.32, 3846197519.97, 10932618.07, 77810462.32, -860779.65
2010-10-17, 28128946.43, 4121503.47, 28099975.71, 4550607497.00, 4545840199.89, 14035502.50, 14064473.22, 4767297.10
2010-10-18, 121684931.56, 896537.34, 69447085.99, 2192379712.44, 2182861112.71, 8604620.21, 60842465.78, 9518599.73
2010-10-19, 180044911.21, 11877624.06, 98887344.41, 3185891187.51, 3184193547.89, 8864888.80, 90022455.61, 1697639.62
2010-10-20, 38711626.82, -885933.38, 25968351.20, 3812896614.54, 3811100206.89, 6612537.78, 19355813.41, 1796407.65
2010-10-21, 73722664.75, 10808685.35, 37258573.29, 2353661050.78, 2348192657.52, 397240.92, 36861332.37, 5468393.26
2010-10-22, 48861967.57, -1407407.93, 30145873.42, 1879871806.88, 1872283897.35, 5714889.63, 24430983.78, 7587909.53
2010-10-23, 52530128.35, 12963482.79, 39522163.47, 1287169370.49, 1279991129.52, 13257099.29, 26265064.18, 7178240.97
2010-10-24, 64659880.91, 3369053.10, 45911719.92, 94664211.07, 96990626.24, 13581779.46, 32329940.46, -2326415.17
2010-10-25, 50683326.27, 10312407.97, 37018421.01, 577540038.36, 568917422.79, 11676757.87, 25341663.14, 8622615.57
2010-10-26, 96922268.46, 9369432.67, 54937114.92, 970471958.28, 961480289.99, 6475980.69, 48461134.23, 8991668.29
2010-10-27, 119576830.01, 8140651.44, 70426530.32, 3847665594.39, 3847068741.76, 10638115.31, 59788415.01, 596852.63
2010-10-28, 79306668.13, -2670301.21, 42537264.87, 1461137923.08, 1462384205.67, 2883930.81, 39653334.07, -1246282.59
2010-10-29, 65285553.58, -1904152.24, 41005082.83, 1046030403.23, 1044766096.51, 8362306.04, 32642776.79, 1264306.72
2010-10-30, 67735984.52, 4714708.17, 46363435.59, 1553290331.63, 1546896454.24, 12495443.33, 33867992.26, 6393877.39
2010-10-31, 145150573.02, 7276423.90, 81024692.24, 969005321.05, 960035622.38, 8449405.72, 72575286.51, 8969698.67
2010-11-01, 73956560.15, -832026.49, 43633147.49, 1236879946.01, 1239003510.64, 6654867.41, 36978280.07, -2123564.63
2010-11-02, 46487546.16, 11833477.14, 30971499.77, 1797570598.53, 1794944299.05, 7727726.69, 23243773.08, 2626299.48
2010-11-03, 120260014.16, 14658571.83, 70673679.13, 2592589302.10, 2583451168.40, 10543672.05, 60130007.08, 9138133.70
2010-11-04, 151565482.11, 10192106.92, 87651216.37, 3044194839.66, 3046465216.82, 11868475.32, 75782741.05, -2270377.17
2010-11-05, 46247367.59, -2886966.88, 24312438.45, 3983568303.54, 3985676840.77, 1188754.66, 23123683.80, -2108537.23
2010-11-06, 33979242.80, -1295182.25, 30047026.00, 3118918648.38, 3115119209.77, 13057404.59, 16989621.40, 3799438.62
2010-11-07, 110392254.92, 8836259.96, 69825470.74, 4177313379.30, 4171064672.06, 14629343.28, 55196127.46, 6248707.23
2010-11-08, 24141024.43, 5784215.00, 14925231.86, 1579817225.75, 1573447034.73, 2854719.64, 12070512.22, 6370191.03
2010-11-09, 117700262.07, 9595229.64, 58897131.19, 2542758090.06, 2532998929.47, 47000.15, 58850131.04, 9759160.59
2010-11-10, 173582966.21, 9794751.18, 92587862.59, 98150433.72, 89255105.13, 5796379.48, 86791483.10, 8895328.58
2010-11-11, 110537320.99, 14845926.80, 53440951.38, 2117336202.61, 2114476903.59, -1827709.12, 55268660.49, 2859299.02
2010-11-12, 161954759.64, 10577222.26, 91116895.84, 3515352094.57, 3516772225.62, 10139516.02, 80977379.82, -1420131.05
2010-11-13, 156265942.53, -343711.59, 81451668.11, 1521154721.02, 1516911878.65, 3318696.85, 78132971.26, 4242842.37
2010-11-14, 177741599.13, 3100375.94, 102303515.64, 1972040599.79, 1970783036.95, 13432716.08, 88870799.57, 1257562.84
2010-11-15, 35865146.98, 6594657.56, 13867281.64, 4570546244.58, 4571633204.14, -4065291.85, 17932573.49, -1086959.56
2010-11-16, 154232383.77, 4042090.12, 77913809.18, 583663917.82, 584931446.02, 797617.30, 77116191.89, -1267528.20
2010-11-17, 74188257.11, 3936296.59, 36977074.10, 2016550330.91, 2017134051.16, -117054.45, 37094128.55, -583720.25
2010-11-18, 168160125.15, -830418.83, 88463526.78, 3602679765.16, 3603223688.32, 4383464.20, 84080062.57, -543923.16
2010-11-19, 90953506.00, -2229130.10, 47621352.44, 3688190613.65, 3684806330.30, 2144599.44, 45476753.00, 3384283.35
2010-11-20, 24778241.02, -2686626.44, 24880816.40, 3597106964.40, 3599682670.15, 12491695.89, 12389120.51, -2575705.76
2010-11-21, 54132127.55, 9087014.11, 36065451.47, 3578721119.09, 3570014375.51, 8999387.70, 27066063.78, 8706743.59
2010-11-22, 131723794.76, 9647568.31, 76304450.19, 4128814909.31, 4129935696.11, 10442552.81, 65861897.38, -1120786.80
2010-11-23, 77225009.99, -1862654.36, 51368062.86, 282712864.99, 274153965.42, 12755557.86, 38612505.00, 8558899.58
2010-11-24, 75236918.43, -357487.99, 38250266.18, 3247133616.55, 3249364914.33, 631806.96, 37618459.22, -2231297.79
2010-11-25, 118109181.54, 13958011.73, 62012127.10, 4062700329.77, 4056261516.03, 2957536.33, 59054590.77, 6438813.74
2010-11-26, 89703497.77, 13979021.55, 53161545.35, 1534144105.07, 1528629296.78, 8309796.47, 44851748.88, 5514808.29
2010-11-27, 167325851.10, -914965.12, 82022680.23, 1321682409.78, 1320228172.14, -1640245.33, 83662925.55, 1454237.63
2010-11-28, 172961174.98, -532516.43, 86042260.18, 3530462743.58, 3521405581.90, -438327.30, 86480587.49, 9057161.68
2010-11-29, 100687233.74, -974744.02, 56708639.98, 3560092172.45, 3562576344.79, 6365023.11, 50343616.87, -2484172.35
2010-11-30, 177147068.07, 10525208.09, 98743663.37, 331352657.63, 329520360.99, 10170129.33, 88573534.03, 1832296.64
2010-12-01, 132189548.69, 2995867.00, 76840774.89, 2463469529.78, 2454388282.28, 10746000.55, 66094774.34, 9081247.50
2010-12-02, 151683593.18, 1512407.85, 74183104.43, 4648424044.29, 4641235676.18, -1658692.16, 75841796.59, 7188368.12
2010-12-03, 87531620.78, 12841323.36, 50134095.15, 1021101959.20, 1020668409.39, 6368284.76, 43765810.39, 433549.81
2010-12-04, 61434630.17, -263108.70, 34805823.61, 4523848610.97, 4525686916.41, 4088508.53, 30717315.09, -1838305.44
2010-12-05, 165375882.38, -735014.52, 86610324.46, 1282582848.69, 1277026813.81, 3922383.27, 82687941.19, 5556034.89
2010-12-06, 174425166.68, 12903221.05, 89952844.05, 3086615069.37, 3087945126.65, 2740260.71, 87212583.34, -1330057.28
2010-12-07, 169563681.50, -2869178.37, 84258194.26, 1709030916.80, 1711489969.87, -523646.49, 84781840.75, -2459053.06
2010-12-08, 126932344.09, -2528547.13, 74162300.43, 484622440.03, 479268205.25, 10696128.39, 63466172.04, 5354234.77
2010-12-09, 49223397.61, 3120312.66, 26627345.99, 3291274316.61, 3285591371.49, 2015647.19, 24611698.80, 5682945.11
2010-12-10, 139891183.21, -1730543.27, 70054265.14, 1844017603.52, 1838345579.86, 108673.54, 69945591.60, 5672023.66
2010-12-11, 111594167.22, 628597.65, 70764101.67, 1065079286.54, 1064835129.47, 14967018.06, 55797083.61, 244157.08
2010-12-12, 170807991.42, 13368272.64, 95972863.92, 2155949364.31, 2153681394.47, 10568868.21, 85403995.71, 2267969.84
2010-12-13, 109025501.84, 5222368.99, 58511542.86, 2636842507.06, 2633107270.35, 3998791.94, 54512750.92, 3735236.71
2010-12-14, 27812749.12, 14176762.51, 14969016.67, 2191131955.01, 2184347052.53, 1062642.11, 13906374.56, 6784902.48
2010-12-15, 25294695.55, 3932398.63, 15833778.99, 2878439981.01, 2878202372.47, 3186431.21, 12647347.78, 237608.54
2010-12-16, 109637004.28, 7867458.42, 66913913.60, 3881764048.26, 3883596041.24, 12095411.46, 54818502.14, -1831992.98
2010-12-17, 101370169.46, -1869233.12, 51842938.04, 2640877162.00, 2632837049.82, 1157853.31, 50685084.73, 8040112.18
2010-12-18, 50451024.43, 325524.08, 37549478.09, 629129710.66, 626067092.65, 12323965.88, 25225512.21, 3062618.00
2010-12-19, 43984796.06, 10857990.72, 21541113.70, 3277659317.71, 3270733197.28, -451284.32, 21992398.03, 6926120.43
2010-12-20, 169072783.31, -3333668.60, 82164566.00, 4689446881.01, 4688861391.15, -2371825.66, 84536391.66, 585489.86
2010-12-21, 42277902.99, -230563.58, 28835508.70, 2104337413.64, 2097352742.72, 7696557.20, 21138951.50, 6984670.91
2010-12-22, 130400681.99, 15092690.00, 60907610.74, 875152903.23, 876800699.39, -4292730.26, 65200341.00, -1647796.16
2010-12-23, 94275972.64, 7672306.37, 54719531.16, 2297177617.95, 2289365726.40, 7581544.84, 47137986.32, 7811891.55
2010-12-24, 106845340.38, -1083879.83, 62708795.53, 4289058340.88, 4284536138.19, 9286125.34, 53422670.19, 4522202.69
2010-12-25, 40902077.12, -3208197.56, 32802888.77, 3338918022.50, 3338282368.53, 12351850.21, 20451038.56, 635653.98
2010-12-26, 78493726.87, -1396500.10, 43301221.99, 838363254.96, 834524536.91, 4054358.55, 39246863.44, 3838718.06
2010-12-27, 61196148.94, 10003546.46, 42454194.04, 1076862200.22, 1070873867.55, 11856119.57, 30598074.47, 5988332.67
2010-12-28, 137268920.47, 1178698.20, 79002632.54, 1747933069.42, 1739202411.93, 10368172.31, 68634460.24, 8730657.48
2010-12-29, 104337715.00, 1380161.49, 58411711.73, 2408928903.78, 2402925721.21, 6242854.23, 52168857.50, 6003182.57
2010-12-30, 64277091.00, 6125476.65, 43796223.59, 3412784180.15, 3403863598.73, 11657678.09, 32138545.50, 8920581.42
2010-12-31, 167228807.70, 8643402.86, 93742051.86, 4682443869.39, 4684527012.86, 10127648.01, 83614403.85, -2083143.47
2011-01-01, 132968739.29, -2924388.53, 78719284.23, 1041596218.51, 1041722355.08, 12234914.59, 66484369.64, -126136.57
2011-01-02, 117342482.50, 6048052.67, 61543018.10, 1281443223.46, 1281898326.14, 2871776.85, 58671241.25, -455102.68
2011-01-03, 55312095.39, -3729339.60, 24519544.22, 416049450.53, 415392902.43, -3136503.47, 27656047.69, 656548.11
2011-01-04, 137249264.63, 7919454.46, 71289471.14, 1824590958.18, 1825771542.03, 2664838.82, 68624632.31, -1180583.84
2011-01-05, 93495491.74, 8954710.64, 59719412.98, 4797727096.66, 4799384474.27, 12971667.11, 46747745.87, -1657377.61
2011-01-06, 116638908.11, 13467582.50, 53854436.72, 2389931458.10, 2386985161.74, -4465017.34, 58319454.06, 2946296.36
2011-01-07, 100248950.55, -454905.87, 47785716.37, 3794729994.04, 3792200831.56, -2338758.91, 50124475.27, 2529162.49
2011-01-08, 119038804.09, 4355094.09, 73588587.76, 2385657435.01, 2381801662.33, 14069185.71, 59519402.04, 3855772.68
2011-01-09, 158826768.51, 5783518.76, 77231928.82, 2616954160.17, 2615698280.35, -2181455.43, 79413384.26, 1255879.82
2011-01-10, 168834918.10, 8137853.05, 85453815.52, 4413153549.20, 4413322116.01, 1036356.46, 84417459.05, -168566.81
2011-01-11, 50261034.58, 218142.42, 34795971.05, 3894796381.05, 3887167589.13, 9665453.76, 25130517.29, 7628791.92
2011-01-12, 44429863.75, -3250163.27, 31147194.10, 1701132275.30, 1703596427.35, 8932262.22, 22214931.87, -2464152.06
2011-01-13, 149343347.51, 11364547.65, 77752999.62, 1091815048.95, 1091259618.27, 3081325.86, 74671673.75, 555430.68
2011-01-14, 31587711.26, 5942561.20, 18467447.87, 1268771469.82, 1263681189.99, 2673592.24, 15793855.63, 5090279.83
2011-01-15, 101242791.92, 7431087.62, 60347564.85, 198208329.24, 189497644.33, 9726168.89, 50621395.96, 8710684.91
2011-01-16, 86336747.06, 6843573.82, 54916586.33, 2768724452.84, 2759982602.96, 11748212.80, 43168373.53, 8741849.88
2011-01-17, 112648323.19, 9503432.31, 63586962.89, 665289338.81, 662346294.20, 7262801.29, 56324161.59, 2943044.61
2011-01-18, 184170246.53, 12201330.79, 93485040.37, 208288374.72, 200928223.94, 1399917.10, 92085123.26, 7360150.78
2011-01-19, 132195329.19, 10383383.77, 67578717.64, 3913988456.81, 3908454753.50, 1481053.05, 66097664.60, 5533703.30
2011-01-20, 114111488.40, -4147127.96, 64942521.93, 4192138405.00, 4187443583.98, 7886777.73, 57055744.20, 4694821.02
2011-01-21, 84114097.48, 15396899.11, 47402145.97, 1005127954.34, 1002059562.45, 5345097.24, 42057048.74, 3068391.89
2011-01-22, 94375704.09, -4493581.64, 45389309.51, 1723703853.89, 1724752827.47, -1798542.54, 47187852.05, -1048973.58
2011-01-23, 56507938.76, 10851707.40, 24709944.28, 7089432.85, 8250273.53, -3544025.11, 28253969.38, -1160840.68
2011-01-24, 169718800.51, 12402388.75, 86905888.68, 3913808146.84, 3914126386.30, 2046488.42, 84859400.26, -318239.46
2011-01-25, 38489603.50, 15455659.63, 32166480.30, 1397199034.75, 1395462147.20, 12921678.55, 19244801.75, 1736887.55
2011-01-26, 148928444.88, 14215453.45, 86512200.84, 2444521974.04, 2446349338.96, 12047978.40, 74464222.44, -1827364.92
2011-01-27, 159147452.96, -2204421.18, 92420892.15, 4353811307.08, 4345057473.63, 12847165.66, 79573726.48, 8753833.45
2011-01-28, 176333961.90, 13944670.05, 86422813.53, 2907676527.08, 2909774451.84, -1744167.42, 88166980.95, -2097924.76
2011-01-29, 149657091.53, 13725120.40, 86350692.15, 1895187467.74, 1889005292.16, 11522146.39, 74828545.76, 6182175.59
2011-01-30, 32168000.32, 4227270.13, 15881502.29, 824666800.17, 820289484.33, -202497.87, 16084000.16, 4377315.83
2011-01-31, 135363344.81, -3730157.22, 73399289.54, 1905183029.98, 1904549082.80, 5717617.13, 67681672.40, 633947.18
2011-02-01, 112687169.02, -2629602.81, 59917984.05, 1036796681.01, 1038501617.11, 3574399.54, 56343584.51, -1704936.10
2011-02-02, 168950031.28, 12059603.94, 97071275.71, 4768233817.48, 4757887073.23, 12596260.07, 84475015.64, 10346744.25
2011-02-03, 84965718.74, 9933597.67, 46730441.88, 761758712.25, 762013898.24, 4247582.51, 42482859.37, -255185.99
2011-02-04, 170530261.94, -4651426.68, 91233074.04, 2200851460.83, 2202831830.57, 5967943.06, 85265130.97, -1980369.74
2011-02-05, 40888105.81, -1575751.36, 21506297.92, 4715839282.69, 4715770055.68, 1062245.02, 20444052.90, 69227.01
2011-02-06, 29893888.88, 12519826.57, 28292406.03, 1114051393.77, 1109243003.16, 13345461.59, 14946944.44, 4808390.61
2011-02-07, 64374476.34, 10539619.71, 47087820.04, 1934251234.22, 1931188254.19, 14900581.87, 32187238.17, 3062980.03
2011-02-08, 140890506.89, 8030710.52, 79890926.66, 2527725739.86, 2520865057.37, 9445673.22, 70445253.44, 6860682.49
2011-02-09, 73085683.09, 7722140.02, 39355895.15, 1113639988.80, 1103499178.67, 2813053.60, 36542841.55, 10140810.13
2011-02-10, 41422963.04, 6583451.95, 26558988.53, 4053255664.16, 4050589663.45, 5847507.01, 20711481.52, 2666000.71
2011-02-11, 109293160.26, 7998432.60, 50108570.59, 1731873625.39, 1725422164.70, -4538009.54, 54646580.13, 6451460.68
2011-02-12, 34717339.95, -1057319.79, 16551730.90, 2633688644.15, 2630760802.11, -806939.08, 17358669.98, 2927842.04
2011-02-13, 175441379.47, 12411709.11, 97646990.73, 343089761.11, 336015754.04, 9926301.00, 87720689.73, 7074007.07
2011-02-14, 178734230.33, 8282626.09, 100823905.24, 4232393597.28, 4233906810.95, 11456790.07, 89367115.16, -1513213.67
2011-02-15, 32102054.55, 4744385.50, 14572669.58, 2051365962.71, 2048634830.14, -1478357.70, 16051027.28, 2731132.58
2011-02-16, 138094903.40, 7240378.31, 70132776.25, 582091692.97, 584046858.62, 1085324.56, 69047451.70, -1955165.65
2011-02-17, 156390835.49, 44247.08, 77213639.11, 1431584849.30, 1425884692.74, -981778.64, 78195417.75, 5700156.56
2011-02-18, 51412620.40, 4182175.46, 31013947.61, 3954486817.63, 3946453885.44, 5307637.41, 25706310.20, 8032932.19
2011-02-19, 91519225.22, -3340862.21, 42157243.49, 1849005604.85, 1842712096.40, -3602369.12, 45759612.61, 6293508.44
2011-02-20, 67839489.70, 59689.48, 34521253.33, 422001568.48, 418157164.29, 601508.47, 33919744.85, 3844404.19
2011-02-21, 26407185.21, 4712488.38, 13371726.01, 3905054195.05, 3907323882.49, 168133.40, 13203592.60, -2269687.44
2011-02-22, 92477328.52, 2302714.77, 56753734.97, 2405511741.77, 2399596901.64, 10515070.71, 46238664.26, 5914840.14
2011-02-23, 174911030.63, -472477.81, 99520796.91, 3405508721.34, 3396044357.17, 12065281.60, 87455515.31, 9464364.17
2011-02-24, 87143370.63, -3896130.02, 49925938.00, 271822624.59, 274390640.53, 6354252.68, 43571685.32, -2568015.94
2011-02-25, 98858012.80, 13133135.25, 48792073.23, 1824286422.51, 1826847783.64, -636933.17, 49429006.40, -2561361.13
2011-02-26, 73769549.27, 6231366.88, 41006674.16, 2091117217.34, 2086838909.09, 4121899.52, 36884774.64, 4278308.24
2011-02-27, 163550991.69, 3660096.27, 90827562.52, 1008421163.99, 1007729540.23, 9052066.68, 81775495.85, 691623.76
2011-02-28, 42926848.54, -2099377.51, 17688414.71, 3684404809.16, 3686359916.98, -3775009.56, 21463424.27, -1955107.82
2011-03-01, 38458170.80, 6935818.79, 33311748.08, 323988786.47, 323993358.42, 14082662.68, 19229085.40, -4571.95
2011-03-02, 54842620.93, -3009862.66, 33702983.18, 585509795.43, 580091647.97, 6281672.72, 27421310.47, 5418147.47
2011-03-03, 28782913.98, 5561267.96, 27387968.53, 4370032942.74, 4370393612.00, 12996511.54, 14391456.99, -360669.26
2011-03-04, 185955168.59, -2845112.03, 95042408.00, 924962086.74, 925797328.84, 2064823.70, 92977584.29, -835242.10
2011-03-05, 75500744.90, -1577987.73, 35393818.75, 909687396.82, 901377566.58, -2356553.70, 37750372.45, 8309830.24
2011-03-06, 112560876.30, -4944249.60, 55206675.23, 1584860766.98, 1587813859.74, -1073762.92, 56280438.15, -2953092.77
2011-03-07, 94471323.00, 7638578.05, 61896909.53, 707276984.96, 698434054.99, 14661248.03, 47235661.50, 8842929.97
2011-03-08, 121455470.51, 4630347.26, 61365086.04, 2310730451.25, 2303352825.71, 637350.78, 60727735.26, 7377625.55
2011-03-09, 110700843.08, 11675037.51, 60192560.08, 4427421727.83, 4428660927.59, 4842138.54, 55350421.54, -1239199.76
2011-03-10, 46846921.91, 12614389.70, 23818797.73, 286881768.43, 280979677.50, 395336.78, 23423460.95, 5902090.93
2011-03-11, 124272835.62, 10957164.21, 77131698.26, 4096389657.26, 4093898699.82, 14995280.45, 62136417.81, 2490957.44
2011-03-12, 102291941.05, 12331546.62, 58763503.25, 2453750005.85, 2445087187.26, 7617532.72, 51145970.52, 8662818.60
2011-03-13, 70454529.63, 3345321.24, 47881147.41, 2236286951.70, 2226550349.47, 12653882.59, 35227264.82, 9736602.23
2011-03-14, 161196211.21, 12212626.15, 88622079.35, 2509597845.28, 2506445198.69, 8023973.75, 80598105.60, 3152646.59
2011-03-15, 85453874.79, 2066474.12, 40176944.45, 3788178727.42, 3782351095.20, -2549992.95, 42726937.39, 5827632.22
2011-03-16, 34516986.76, 15668258.96, 27322166.46, 3877951042.73, 3876699393.97, 10063673.08, 17258493.38, 1251648.76
2011-03-17, 57396142.34, -3191014.33, 24148150.67, 3075716718.15, 3070920096.75, -4549920.50, 28698071.17, 4796621.40
2011-03-18, 82869572.65, -4562781.05, 48784688.88, 2922221639.45, 2916486073.83, 7349902.55, 41434786.33, 5735565.62
2011-03-19, 115616778.76, 13230160.07, 54748669.41, 1295578456.89, 1287433229.98, -3059719.97, 57808389.38, 8145226.91
2011-03-20, 53745195.87, -3839645.57, 39080425.53, 1812168470.30, 1801641223.57, 12207827.59, 26872597.93, 10527246.72
2011-03-21, 168575484.48, 12686607.76, 95979486.10, 419755225.63, 423192897.48, 11691743.86, 84287742.24, -3437671.85
2011-03-22, 174529515.09, 13730652.26, 82492461.52, 627603733.83, 626175549.89, -4772296.03, 87264757.55, 1428183.94
2011-03-23, 69741910.02, -297554.43, 35242122.09, 559789954.72, 555666625.77, 371167.08, 34870955.01, 4123328.96
2011-03-24, 133127806.71, -263034.10, 67068467.84, 4103101598.41, 4093879386.33, 504564.49, 66563903.36, 9222212.07
2011-03-25, 168473525.30, 4111238.85, 85064798.38, 4907992202.05, 4904385827.03, 828035.73, 84236762.65, 3606375.02
2011-03-26, 160733114.59, 2802339.92, 94740574.24, 28695484.15, 30306553.39, 14374016.95, 80366557.29, -1611069.24
2011-03-27, 97873698.22, 539471.61, 63697099.78, 2198120703.06, 2188362340.21, 14760250.67, 48936849.11, 9758362.86
2011-03-28, 162988720.51, 1724010.30, 86675617.05, 4263983456.77, 4265397822.58, 5181256.79, 81494360.26, -1414365.80
2011-03-29, 103616809.08, -4335223.23, 64821642.62, 4369655653.08, 4371363117.54, 13013238.07, 51808404.54, -1707464.46
2011-03-30, 171041850.38, 1061598.76, 100833387.55, 734909372.26, 737988435.71, 15312462.36, 85520925.19, -3079063.45
2011-03-31, 173273047.99, 5335951.54, 86374372.51, 1462216449.04, 1462338631.00, -262151.49, 86636523.99, -122181.95
2011-04-01, 77907176.25, 6408628.62, 42708459.21, 3683690268.10, 3679676835.56, 3754871.09, 38953588.13, 4013432.54
2011-04-02, 80119576.26, 5763870.65, 39022896.96, 1515002515.85, 1509695963.68, -1036891.17, 40059788.13, 5306552.16
2011-04-03, 180015359.56, 10768487.86, 98811031.53, 3914800828.38, 3916522671.29, 8803351.75, 90007679.78, -1721842.92
2011-04-04, 69804902.20, 12606836.73, 51138257.75, 1940923092.09, 1936275837.33, 16235806.64, 34902451.10, 4647254.76
2011-04-05, 127934212.69, 8709381.43, 78091340.20, 2642565003.29, 2646121118.04, 14124233.86, 63967106.34, -3556114.74
2011-04-06, 86199601.07, 11294046.17, 44252004.90, 2304383234.73, 2303949833.86, 1152204.37, 43099800.54, 433400.86
