id, birth_date, hiring_date, dismissal_date, sex, qualification, salary, working_hours, missed_hours
658173131, 1961-12-22, 2007-01-02, 0, 1, 1, 101865.15, 2488, 34
568277830, 1957-08-04, 2007-01-09, 0, 1, 2, 147820.47, 2336, 72
175239342, 1970-02-17, 2007-01-01, 0, 1, 4, 152834.15, 7615, 7
218451700, 1982-09-06, 2007-01-04, 2013-10-05, 0, 3, 199938.08, 12160, 109
363682789, 1958-12-19, 2007-01-09, 0, 1, 1, 277708.82, 2668, 63
744175576, 1955-03-28, 2007-01-02, 0, 0, 2, 72730.70, 8284, 94
385249950, 1974-02-28, 2007-01-03, 0, 1, 9, 393336.30, 6657, 119
923546166, 1956-06-17, 2007-01-04, 0, 1, 6, 202781.40, 16171, 58
607908384, 1972-01-24, 2007-01-01, 0, 0, 5, 221658.57, 4334, 39
446809959, 1980-07-06, 2007-01-05, 0, 0, 0, 298098.13, 4315, 43
322648378, 1970-04-01, 2007-01-02, 2015-02-17, 1, 8, 163062.52, 14727, 39
764748202, 1973-03-06, 2007-01-10, 2015-04-25, 1, 8, 190431.67, 14985, 75
372156518, 1979-07-27, 2007-01-08, 0, 0, 1, 144574.80, 348, 40
578932993, 1976-08-24, 2007-01-04, 0, 0, 8, 112700.17, 5888, 47
622706958, 1981-08-11, 2007-01-01, 0, 1, 3, 305725.16, 7786, 154
654741660, 1967-06-18, 2007-01-03, 2008-02-19, 1, 3, 150533.39, 2031, 18
796846299, 1956-12-03, 2007-01-06, 0, 1, 5, 261781.13, 1365, 67
581651217, 1953-10-21, 2007-01-01, 2007-12-14, 1, 4, 139223.21, 1629, 97
250890340, 1976-03-23, 2007-01-01, 0, 0, 0, 425772.84, 8468, 104
281915380, 1960-04-22, 2007-01-09, 2011-05-20, 0, 9, 222103.50, 7905, 15
842906267, 1984-01-30, 2007-01-09, 2014-01-13, 1, 0, 54622.64, 12734, 7
180149228, 1961-12-27, 2007-01-09, 2012-10-06, 1, 5, 33619.08, 10374, 59
797532289, 1974-12-16, 2007-01-01, 2015-03-19, 0, 1, 114481.05, 14792, 129
187137703, 1965-08-07, 2007-01-06, 0, 0, 6, 324966.66, 19082, 68
624297497, 1976-08-23, 2007-01-05, 0, 0, 0, 44651.47, 1656, 60
115972553, 1983-05-27, 2007-01-04, 2015-07-22, 1, 7, 315281.66, 15491, 37
273423889, 1966-02-08, 2007-01-07, 2009-09-16, 1, 7, 286132.27, 4808, 82
340873195, 1944-05-12, 2007-01-08, 0, 1, 8, 122793.16, 12190, 148
791627352, 1967-09-04, 2007-01-10, 0, 0, 2, 94786.19, 16119, 35
943854943, 1979-10-12, 2007-01-07, 0, 1, 2, 462452.85, 3810, 30
166360722, 1948-12-14, 2007-01-02, 0, 1, 0, 48279.78, 3971, 118
138346942, 1950-04-13, 2007-01-04, 2012-02-01, 1, 1, 286856.93, 9190, 34
155293547, 1981-06-29, 2007-01-01, 0, 0, 3, 513870.60, 10836, 45
723223537, 1972-02-22, 2007-01-08, 0, 1, 7, 75746.39, 10202, 42
473473900, 1963-09-24, 2007-01-09, 0, 0, 2, 108278.88, 5817, 73
664631863, 1976-03-08, 2007-01-09, 2012-01-04, 1, 2, 75998.46, 9024, 36
464651796, 1964-08-02, 2007-01-09, 0, 1, 7, 88475.40, 2793, 97
700834966, 1955-02-05, 2007-01-10, 2017-02-20, 1, 1, 80194.16, 18337, 41
956713970, 1974-12-03, 2007-01-03, 0, 1, 6, 52774.59, 7871, 114
380517632, 1974-10-30, 2007-01-04, 2010-07-20, 0, 3, 430967.56, 6385, 48
581242746, 1985-09-17, 2007-01-02, 2015-07-29, 0, 0, 280496.14, 15457, 115
300612352, 1951-11-03, 2007-01-04, 2014-02-16, 1, 7, 375324.59, 12841, 94
152811784, 1978-03-21, 2007-01-09, 0, 0, 4, 182358.86, 797, 133
510574326, 1979-11-01, 2007-01-02, 0, 1, 4, 131278.59, 8125, 134
731697898, 1981-08-09, 2007-01-03, 2010-10-04, 1, 9, 409951.37, 6764, 52
670567380, 1970-12-01, 2007-01-09, 2013-02-20, 1, 7, 72017.35, 11075, 39
206893475, 1963-02-14, 2007-01-08, 2007-12-03, 0, 2, 388626.38, 1591, 45
350119318, 1950-12-23, 2007-01-07, 2013-02-25, 1, 6, 316197.80, 11085, 64
691385327, 1986-02-12, 2007-01-06, 0, 1, 4, 111381.36, 264, 39
472255812, 1973-10-14, 2007-01-08, 0, 1, 8, 120872.38, 19254, 134
555757695, 1968-03-05, 2007-01-03, 2010-01-01, 0, 4, 49642.94, 5412, 31
500835323, 1973-05-30, 2007-01-04, 0, 0, 4, 442597.57, 561, 80
844854142, 1977-08-31, 2007-01-10, 2009-08-26, 1, 8, 201924.26, 4719, 52
632121296, 1973-04-29, 2007-01-08, 0, 1, 5, 77603.27, 11196, 63
225641832, 1981-07-19, 2007-01-09, 2008-06-20, 1, 4, 99087.92, 2617, 9
696941954, 1960-11-25, 2007-01-02, 2014-07-15, 0, 5, 148840.39, 13579, 108
954767742, 1973-04-10, 2007-01-10, 0, 1, 3, 47005.44, 4314, 114
725665735, 1979-08-18, 2007-01-06, 2009-12-03, 0, 5, 247312.95, 5266, 17
829880190, 1982-06-30, 2007-01-06, 0, 1, 2, 122753.60, 2124, 90
734196989, 1964-05-01, 2007-01-08, 2008-02-14, 1, 2, 45755.83, 1936, 64
745227371, 1988-04-29, 2007-01-08, 2009-06-21, 0, 6, 123810.92, 4369, 83
249293185, 1980-05-02, 2007-01-10, 2012-01-16, 0, 9, 203903.40, 9040, 74
278304962, 1966-06-23, 2007-01-04, 0, 0, 8, 76095.83, 2180, 48
270453908, 1977-07-20, 2007-01-10, 2010-02-28, 1, 1, 287981.80, 5561, 135
606748970, 1973-10-24, 2007-01-05, 2009-10-29, 0, 6, 161178.75, 5070, 44
507732956, 1945-06-02, 2007-01-08, 2010-07-31, 0, 4, 129665.04, 6390, 77
226132201, 1955-05-06, 2007-01-08, 0, 0, 5, 95870.83, 5923, 27
331109938, 1972-02-19, 2007-01-03, 2007-03-22, 0, 8, 339834.31, 316, 72
515492845, 1984-08-06, 2007-01-03, 0, 1, 3, 314779.55, 8242, 141
230830212, 1982-02-05, 2007-01-08, 0, 1, 0, 284609.08, 14712, 69
189597838, 1979-12-16, 2007-01-04, 2009-06-07, 1, 8, 93413.25, 4341, 62
812277379, 1963-01-28, 2007-01-02, 2010-11-17, 1, 7, 328379.24, 7005, 35
318952174, 1982-07-12, 2007-01-04, 2007-10-27, 0, 5, 413188.00, 1410, 62
146780991, 1979-04-25, 2007-01-05, 0, 1, 0, 89835.40, 10611, 16
226370387, 1981-09-09, 2007-01-09, 2009-11-26, 0, 3, 176233.55, 5149, 85
692544902, 1968-09-27, 2007-01-10, 2009-10-06, 0, 9, 341992.39, 4898, 77
962742865, 1957-01-08, 2007-01-05, 0, 0, 5, 200951.92, 9367, 46
179363394, 1960-09-18, 2007-01-04, 0, 1, 2, 159202.91, 4310, 83
833848662, 1966-02-28, 2007-01-05, 2011-01-12, 0, 5, 156740.01, 7203, 100
309324357, 1956-07-22, 2007-01-07, 2010-08-28, 0, 6, 192171.61, 6565, 47
247971212, 1963-03-06, 2007-01-01, 0, 0, 9, 249903.95, 21445, 48
786695739, 1964-07-02, 2007-01-06, 2016-02-27, 1, 3, 72842.25, 16528, 84
873557950, 1955-05-26, 2007-01-04, 2010-10-12, 0, 0, 197382.88, 6796, 55
460585307, 1986-10-11, 2007-01-02, 2010-02-15, 1, 4, 122703.34, 5612, 59
468199983, 1964-06-10, 2007-01-09, 2014-03-24, 1, 0, 152996.50, 12967, 123
540314430, 1951-06-21, 2007-01-02, 2012-10-26, 0, 8, 210178.34, 10448, 119
928456315, 1963-12-13, 2007-01-06, 2007-04-03, 1, 3, 106366.29, 323, 109
399180271, 1975-07-01, 2007-01-07, 2010-04-07, 0, 1, 264340.53, 5852, 48
639652430, 1973-11-26, 2007-01-01, 2011-11-18, 0, 6, 46743.06, 8816, 50
807301816, 1977-01-17, 2007-01-10, 0, 0, 8, 117006.89, 10285, 53
491161695, 1986-10-04, 2007-01-03, 2012-11-26, 0, 2, 79420.79, 10666, 50
181752849, 1956-11-21, 2007-01-05, 2011-09-03, 1, 2, 76716.94, 8439, 29
937471493, 1975-08-17, 2007-01-01, 2011-05-12, 1, 7, 328950.81, 7816, 104
958353455, 1970-04-21, 2007-01-08, 2014-02-25, 0, 9, 100300.98, 12894, 66
446135799, 1979-03-30, 2007-01-01, 2010-02-08, 1, 3, 72418.51, 5573, 69
295859210, 1947-08-25, 2007-01-06, 2014-01-19, 1, 5, 152418.09, 12687, 99
262873524, 1984-10-22, 2007-01-01, 0, 1, 6, 295530.35, 4949, 66
258602369, 1959-07-03, 2007-01-03, 2011-08-22, 1, 6, 189702.53, 8361, 57
110124722, 1979-02-21, 2007-01-08, 2008-10-22, 1, 2, 493390.69, 3128, 120
824330499, 1981-02-14, 2007-01-06, 2011-01-08, 0, 4, 239312.07, 7268, 10
190805460, 1963-05-28, 2007-01-02, 2011-11-18, 0, 4, 79242.00, 8715, 146
240128547, 1977-04-29, 2007-01-08, 2013-06-01, 0, 1, 93199.42, 11578, 44
972524459, 1979-12-12, 2007-01-01, 0, 0, 8, 372125.43, 7928, 77
566395821, 1966-05-29, 2007-01-03, 0, 1, 8, 216187.96, 9557, 40
898471708, 1953-07-13, 2007-01-10, 0, 0, 9, 222870.47, 970, 74
627912570, 1942-11-08, 2007-01-05, 2011-12-04, 1, 3, 129537.82, 8892, 33
181412154, 1966-08-16, 2007-01-10, 2007-10-30, 0, 1, 203721.00, 1315, 142
617436573, 1947-09-15, 2007-01-07, 2009-07-09, 1, 6, 147373.36, 4533, 14
609313421, 1973-12-09, 2007-01-06, 0, 0, 8, 249731.63, 14856, 5
302677400, 1965-12-12, 2007-01-08, 2015-03-18, 1, 7, 388966.54, 14758, 123
641457506, 1976-12-30, 2007-01-04, 2018-12-08, 1, 8, 245349.23, 21547, 125
203746418, 1947-07-14, 2007-01-04, 0, 0, 0, 399758.03, 13315, 38
698618966, 1970-02-22, 2007-01-07, 2007-08-23, 0, 5, 190159.98, 1113, 21
417441827, 1944-06-12, 2007-01-05, 2016-08-16, 1, 9, 56039.35, 17420, 48
485693467, 1975-12-12, 2007-01-07, 2007-06-15, 0, 7, 193454.48, 724, 67
384391922, 1983-01-19, 2007-01-10, 2010-03-26, 1, 1, 152462.98, 5707, 119
819355467, 1961-02-11, 2007-01-09, 2009-08-13, 1, 6, 326130.82, 4619, 92
435814939, 1981-02-20, 2007-01-02, 2016-03-21, 0, 8, 203690.82, 16661, 86
767209313, 1947-06-24, 2007-01-03, 0, 1, 1, 128441.32, 9745, 76
941551357, 1968-08-27, 2007-01-05, 0, 0, 7, 183803.36, 1959, 110
866812417, 1962-05-02, 2007-01-02, 2014-09-03, 0, 7, 57961.96, 13876, 59
285642677, 1982-06-28, 2007-01-06, 2010-04-25, 0, 0, 63529.12, 5933, 62
757630972, 1980-07-20, 2007-01-03, 2008-04-16, 0, 8, 375364.48, 2290, 43
559626689, 1958-11-03, 2007-01-04, 0, 0, 1, 166662.84, 1336, 96
338220268, 1959-05-26, 2007-01-08, 2008-02-18, 0, 2, 94241.75, 1906, 113
650100884, 1984-08-24, 2007-01-04, 2009-03-22, 1, 0, 152391.76, 3934, 86
251753906, 1946-10-29, 2007-01-08, 0, 0, 1, 38209.56, 4913, 52
771945889, 1978-10-28, 2007-01-04, 0, 0, 1, 144995.01, 5938, 32
423122883, 1977-11-02, 2007-01-04, 2012-02-19, 1, 9, 487564.40, 9199, 114
612311320, 1976-12-04, 2007-01-07, 0, 1, 9, 117654.21, 634, 52
393969237, 1966-10-01, 2007-01-03, 2016-01-20, 1, 2, 147775.85, 16334, 104
976265355, 1974-12-12, 2007-01-05, 0, 0, 9, 260951.85, 8814, 101
803387502, 1984-11-13, 2007-01-07, 2013-09-06, 0, 8, 419207.56, 12091, 18
502776726, 1981-11-27, 2007-01-06, 0, 0, 4, 229287.49, 4116, 28
756126826, 1965-01-23, 2007-01-02, 0, 1, 9, 388487.62, 8645, 96
632889482, 1970-09-12, 2007-01-08, 0, 1, 7, 276312.94, 2283, 135
754536666, 1981-06-28, 2007-01-09, 0, 1, 6, 183209.32, 10191, 93
105357909, 1958-12-14, 2007-01-10, 2014-09-30, 1, 3, 344882.26, 13985, 45
132703924, 1959-04-17, 2007-01-05, 2009-09-30, 0, 8, 185265.37, 4937, 33
188880516, 1950-05-13, 2007-01-04, 2011-09-05, 1, 8, 161398.69, 8427, 55
781796661, 1986-12-06, 2007-01-10, 2010-10-03, 1, 4, 111212.03, 6708, 68
972393947, 1960-04-10, 2007-01-06, 2013-01-20, 0, 5, 82127.16, 10919, 56
611144814, 1973-10-16, 2007-01-02, 0, 1, 8, 56375.38, 19735, 51
768473258, 1971-03-16, 2007-01-04, 2009-01-26, 0, 7, 59136.53, 3601, 145
125438995, 1979-09-25, 2007-01-09, 2007-06-22, 0, 3, 171080.01, 771, 44
968982994, 1973-02-28, 2007-01-09, 2017-10-21, 1, 8, 82208.61, 19587, 5
571752326, 1970-06-09, 2007-01-07, 0, 0, 8, 75545.48, 20010, 60
851902733, 1980-07-03, 2007-01-08, 2015-06-02, 1, 4, 359534.82, 15185, 74
583946809, 1957-11-11, 2007-01-10, 2011-04-09, 1, 7, 158424.35, 7592, 119
170450498, 1949-03-21, 2007-01-02, 2012-05-04, 0, 5, 175502.63, 9664, 32
909927819, 1956-10-08, 2007-01-09, 2018-12-12, 0, 9, 165101.61, 21567, 100
741499429, 1983-05-26, 2007-01-10, 2015-08-05, 1, 1, 163782.36, 15471, 96
696609535, 1949-04-07, 2007-01-10, 0, 1, 7, 529968.32, 1313, 129
516563955, 1980-04-08, 2007-01-01, 2012-10-18, 1, 3, 436943.08, 10481, 51
208641804, 1986-11-28, 2007-01-04, 2017-12-13, 1, 9, 62087.20, 19835, 46
995860651, 1973-10-05, 2007-01-02, 2010-10-07, 1, 6, 316998.93, 6786, 50
918949339, 1947-10-16, 2007-01-04, 0, 0, 5, 34997.51, 8625, 61
633343557, 1980-01-10, 2007-01-09, 2015-04-16, 0, 5, 198848.64, 14979, 41
638843667, 1970-02-02, 2007-01-05, 0, 0, 4, 58920.80, 2707, 64
306309658, 1966-07-27, 2007-01-09, 0, 0, 8, 320543.60, 3558, 143
536500551, 1961-03-06, 2007-01-01, 2011-10-30, 1, 6, 123106.33, 8715, 56
264323397, 1976-08-17, 2007-01-03, 0, 1, 0, 69928.43, 4887, 23
532170425, 1980-06-21, 2007-01-05, 2014-05-05, 1, 6, 207184.25, 13274, 44
646184189, 1960-09-26, 2007-01-07, 2009-08-08, 0, 8, 315264.72, 4602, 94
187210994, 1964-09-05, 2007-01-05, 0, 0, 5, 142601.48, 10321, 37
321212760, 1974-04-15, 2007-01-07, 2013-01-30, 0, 9, 99989.15, 10984, 36
425837586, 1971-01-15, 2007-01-09, 0, 1, 6, 250954.96, 1536, 90
702806690, 1966-07-17, 2007-01-08, 2010-09-07, 1, 9, 77399.88, 6577, 80
146835664, 1967-10-11, 2007-01-08, 0, 0, 2, 449790.46, 14079, 85
919282666, 1961-01-05, 2007-01-03, 2008-09-14, 1, 1, 425941.29, 3023, 61
633694607, 1947-10-09, 2007-01-05, 2012-06-05, 1, 8, 507004.36, 9769, 72
278476527, 1958-06-27, 2007-01-04, 2008-01-14, 0, 7, 187249.65, 1799, 66
664748671, 1978-10-13, 2007-01-09, 2013-03-23, 1, 1, 71687.39, 11224, 45
363112411, 1963-01-20, 2007-01-05, 0, 0, 2, 148151.64, 8893, 37
922797410, 1969-07-20, 2007-01-07, 2016-04-26, 0, 2, 399791.66, 16878, 23
855649939, 1985-05-29, 2007-01-04, 2007-10-05, 1, 4, 150545.84, 1319, 44
857884773, 1940-11-12, 2007-01-09, 2013-12-09, 1, 8, 129940.44, 12458, 109
798305303, 1947-02-18, 2007-01-01, 2008-09-30, 1, 2, 176526.61, 3072, 102
927627546, 1982-05-28, 2007-01-06, 2013-04-05, 1, 3, 506966.60, 11290, 58
367213881, 1948-02-26, 2007-01-03, 2013-01-16, 1, 3, 180697.84, 10910, 60
106912819, 1975-12-28, 2007-01-09, 0, 0, 5, 430433.38, 8869, 146
364182635, 1943-10-25, 2007-01-04, 2007-05-04, 1, 9, 156514.74, 471, 126
868410325, 1971-06-30, 2007-01-09, 0, 1, 1, 137089.15, 2404, 38
302304510, 1983-01-06, 2007-01-07, 0, 0, 0, 319981.99, 10444, 4
583499367, 1967-07-31, 2007-01-01, 2009-10-04, 0, 3, 76554.77, 4959, 51
441262324, 1964-09-09, 2007-01-10, 2013-12-31, 0, 3, 304820.51, 12622, 50
977946761, 1971-10-07, 2007-01-03, 2013-08-13, 1, 2, 49092.57, 11962, 48
507933855, 1972-06-29, 2007-01-03, 0, 1, 9, 245918.56, 8548, 59
308282500, 1965-09-21, 2007-01-05, 2010-05-14, 0, 6, 280803.12, 6054, 40
410859600, 1975-02-07, 2007-01-03, 0, 0, 5, 323555.62, 6012, 117
388358501, 1949-08-20, 2007-01-08, 0, 0, 0, 156216.19, 3700, 46
280389906, 1979-08-15, 2007-01-03, 0, 1, 8, 267119.31, 12944, 41
320178426, 1955-05-22, 2007-01-02, 2008-12-07, 1, 0, 292566.14, 3485, 22
343968913, 1981-12-24, 2007-01-07, 2013-07-04, 0, 4, 248379.22, 11740, 51
737528783, 1951-01-21, 2007-01-06, 0, 1, 1, 102272.47, 6707, 104
251457538, 1975-07-10, 2007-01-02, 2008-01-04, 0, 1, 52003.73, 1783, 42
106882902, 1982-03-30, 2007-01-08, 2009-01-05, 0, 5, 202659.27, 3584, 38
793580387, 1974-04-04, 2007-01-09, 0, 1, 6, 114956.72, 6344, 59
878158123, 1940-04-17, 2007-01-04, 0, 0, 6, 420118.75, 22646, 31
187703736, 1952-09-14, 2007-01-07, 0, 1, 2, 286528.69, 13808, 68
321927514, 1980-10-05, 2007-01-03, 2010-01-26, 0, 2, 57407.17, 5536, 31
934815434, 1980-04-08, 2007-01-02, 0, 0, 3, 344385.90, 13792, 99
216985331, 1980-02-28, 2007-01-04, 0, 0, 6, 164066.00, 12833, 107
607471807, 1956-03-24, 2007-01-01, 2019-01-05, 0, 8, 41972.97, 21801, 25
552255703, 1977-04-22, 2007-01-03, 0, 0, 7, 190974.26, 14530, 47
862934614, 1943-09-26, 2007-01-01, 2017-07-23, 0, 2, 91546.74, 19055, 129
902967227, 1944-10-13, 2007-01-07, 2018-12-05, 1, 6, 187718.06, 21607, 35
251468402, 1975-03-12, 2007-01-03, 2013-06-28, 1, 8, 159123.46, 11696, 85
582562392, 1978-10-06, 2007-01-07, 2013-05-02, 0, 0, 106526.10, 11466, 12
591836370, 1961-10-02, 2007-01-01, 0, 1, 1, 89356.01, 11544, 53
460519978, 1952-05-17, 2007-01-09, 0, 0, 9, 102081.11, 7263, 35
609231717, 1976-02-04, 2007-01-08, 2009-05-07, 0, 6, 80906.67, 4084, 145
923412961, 1975-06-10, 2007-01-08, 0, 0, 9, 146116.36, 18022, 18
214406645, 1979-03-06, 2007-01-05, 0, 1, 5, 416954.58, 12951, 69
680623695, 1986-03-16, 2007-01-09, 2014-07-05, 0, 3, 323190.94, 13530, 72
821868971, 1979-07-04, 2007-01-04, 0, 1, 6, 66817.24, 11568, 64
109768828, 1952-01-18, 2007-01-09, 2014-06-23, 1, 4, 94808.34, 13479, 63
863597248, 1985-03-25, 2007-01-07, 0, 0, 4, 195948.48, 9598, 49
348365330, 1970-07-07, 2007-01-09, 0, 0, 9, 47085.75, 2883, 67
729408612, 1945-01-20, 2007-01-03, 2012-04-30, 0, 0, 418234.49, 9570, 102
214543259, 1973-12-31, 2007-01-06, 0, 0, 8, 397166.05, 4669, 22
887612460, 1963-04-02, 2007-01-09, 2008-10-10, 1, 6, 137628.31, 3099, 85
106112774, 1964-12-20, 2007-01-06, 2014-03-29, 1, 4, 255043.76, 12982, 147
174517478, 1985-01-20, 2007-01-01, 2008-08-21, 1, 8, 436247.25, 2869, 106
176744314, 1948-12-30, 2007-01-01, 0, 0, 2, 501465.64, 13294, 49
470746233, 1977-10-23, 2007-01-09, 2009-04-04, 1, 0, 282763.33, 4024, 35
412638276, 1954-09-28, 2007-01-05, 2008-12-24, 1, 4, 352642.70, 3503, 74
592146684, 1984-02-28, 2007-01-03, 0, 1, 0, 357250.29, 17467, 51
928958931, 1975-01-30, 2007-01-05, 0, 0, 5, 233170.51, 10129, 60
233121335, 1965-06-03, 2007-01-07, 2015-06-07, 0, 2, 361221.61, 15174, 115
936341273, 1984-11-06, 2007-01-09, 0, 0, 4, 407352.08, 1482, 45
817991992, 1977-01-01, 2007-01-02, 2012-06-17, 0, 8, 38163.09, 9780, 135
111950702, 1983-11-13, 2007-01-06, 0, 1, 7, 90448.64, 10349, 39
863803916, 1975-11-05, 2007-01-10, 0, 0, 3, 156197.21, 422, 60
594713765, 1973-02-17, 2007-01-10, 2012-04-14, 1, 8, 157985.34, 9526, 31
535371800, 1964-04-15, 2007-01-04, 0, 0, 2, 66703.74, 16556, 86
344765957, 1983-06-21, 2007-01-08, 0, 1, 9, 100369.71, 15750, 41
198308646, 1955-08-16, 2007-01-10, 0, 0, 3, 130692.58, 5863, 17
843146138, 1961-10-30, 2007-01-01, 0, 1, 2, 99802.07, 1753, 28
761945384, 1977-02-07, 2007-01-02, 2016-08-30, 1, 4, 423076.04, 17506, 47
663260797, 1978-01-16, 2007-01-03, 0, 1, 9, 175488.45, 11102, 107
173824309, 1973-08-11, 2007-01-01, 0, 0, 1, 443550.35, 2106, 117
369147918, 1962-06-21, 2007-01-07, 2010-04-22, 0, 0, 237970.22, 5954, 21
641244239, 1986-05-05, 2007-01-09, 2011-05-31, 0, 9, 60615.92, 7918, 57
665863829, 1973-01-31, 2007-01-06, 0, 1, 4, 80493.19, 20218, 141
751999654, 1981-12-16, 2007-01-06, 0, 0, 1, 76456.84, 3206, 62
518443919, 1974-05-29, 2007-01-03, 2012-07-05, 0, 7, 148852.99, 9938, 62
629925265, 1975-12-03, 2007-01-01, 2009-12-06, 1, 6, 279646.53, 5274, 49
269499384, 1986-02-09, 2007-01-02, 0, 0, 1, 345461.41, 4269, 14
144143260, 1968-12-18, 2007-01-10, 2009-03-14, 0, 7, 393631.41, 3874, 76
141827812, 1980-10-13, 2007-01-09, 2013-04-27, 0, 6, 121635.91, 11346, 97
197757326, 1982-07-17, 2007-01-10, 2009-11-18, 1, 3, 210326.72, 5149, 40
219724815, 1960-03-10, 2007-01-01, 0, 0, 8, 54383.08, 13616, 56
878690822, 1970-04-27, 2007-01-07, 0, 0, 7, 404682.02, 5103, 141
564233708, 1975-10-19, 2007-01-03, 2007-10-24, 1, 0, 96216.88, 1362, 100
792792188, 1950-09-17, 2007-01-03, 0, 1, 4, 260728.51, 7647, 129
953223922, 1980-06-07, 2007-01-10, 0, 0, 2, 289076.25, 9836, 30
210820239, 1980-08-17, 2007-01-03, 0, 0, 9, 456931.31, 3880, 145
440395244, 1969-05-30, 2007-01-05, 0, 1, 3, 188783.28, 4159, 65
467746980, 1973-01-28, 2007-01-02, 0, 0, 4, 132343.11, 7061, 23
414647562, 1968-04-04, 2007-01-08, 0, 0, 0, 81396.21, 231, 32
962173844, 1963-08-03, 2007-01-08, 2011-12-23, 1, 7, 152190.06, 8947, 58
588118774, 1970-07-29, 2007-01-08, 2011-07-24, 0, 7, 250813.85, 8226, 23
506624752, 1980-09-17, 2007-01-02, 2007-05-30, 1, 7, 80839.72, 682, 54
326989186, 1970-02-20, 2007-01-05, 0, 0, 1, 186419.90, 7927, 83
877812952, 1969-02-19, 2007-01-09, 2016-01-23, 0, 4, 109898.40, 16276, 147
491571736, 1972-02-19, 2007-01-03, 2011-12-23, 1, 9, 149704.84, 8974, 56
167156798, 1953-09-03, 2007-01-02, 0, 0, 8, 110375.33, 4736, 30
114671374, 1978-09-23, 2007-01-08, 2009-12-30, 1, 7, 190495.29, 5372, 36
990439947, 1982-03-17, 2007-01-10, 2007-04-05, 1, 4, 137270.43, 402, 20
163438338, 1954-05-16, 2007-01-08, 0, 1, 7, 334428.44, 7171, 53
221294512, 1948-12-14, 2007-01-01, 2011-06-17, 0, 7, 52113.59, 8065, 34
947337234, 1964-02-05, 2007-01-01, 2011-03-25, 0, 1, 122636.27, 7605, 76
708638129, 1971-06-25, 2007-01-10, 2007-03-01, 0, 1, 179198.24, 177, 71
623779850, 1979-11-02, 2007-01-04, 0, 0, 5, 338440.17, 1517, 134
720193666, 1970-06-14, 2007-01-02, 0, 0, 5, 336996.89, 3233, 25
719309720, 1943-11-15, 2007-01-02, 0, 1, 9, 360930.78, 9537, 135
418416985, 1973-11-01, 2007-01-09, 0, 0, 5, 256740.78, 16951, 84
527134156, 1965-09-13, 2007-01-10, 0, 0, 3, 438480.62, 7394, 73
276832746, 1984-09-17, 2007-01-07, 2009-03-28, 1, 5, 94273.48, 4027, 8
431985665, 1982-06-15, 2007-01-07, 0, 0, 3, 377190.33, 836, 134
709736535, 1968-08-31, 2007-01-08, 2008-06-16, 1, 1, 136257.22, 2543, 69
397664749, 1949-03-27, 2007-01-08, 2010-06-05, 0, 5, 283219.64, 6055, 134
144877603, 1941-04-05, 2007-01-10, 2007-08-31, 1, 1, 78411.44, 1126, 33
712428609, 1966-04-16, 2007-01-08, 0, 1, 7, 193436.46, 14498, 64
630393527, 1964-10-26, 2007-01-06, 0, 1, 2, 240390.97, 6689, 52
625687251, 1968-09-14, 2007-01-05, 2011-09-07, 1, 0, 161945.24, 8434, 53
996781140, 1952-07-11, 2007-01-03, 0, 1, 4, 210682.15, 450, 62
610520970, 1985-01-17, 2007-01-04, 2007-03-28, 0, 4, 110670.98, 328, 84
371558702, 1959-04-23, 2007-01-09, 0, 0, 0, 384204.79, 7534, 13
547553975, 1973-08-31, 2007-01-04, 2009-09-12, 0, 0, 222893.42, 4763, 122
187977753, 1978-12-30, 2007-01-08, 0, 1, 8, 188469.51, 512, 20
582139972, 1968-12-31, 2007-01-09, 0, 1, 2, 275634.12, 5925, 75
370769711, 1962-09-06, 2007-01-10, 2009-08-26, 1, 7, 232735.17, 4722, 49
538936215, 1980-12-23, 2007-01-10, 2015-08-05, 1, 8, 145032.17, 15548, 19
187529948, 1984-12-08, 2007-01-02, 0, 0, 2, 288667.95, 8075, 79
209256917, 1985-05-08, 2007-01-04, 0, 0, 7, 182771.62, 3265, 73
133379342, 1956-03-21, 2007-01-03, 2009-01-18, 1, 3, 206096.24, 3670, 41
658658102, 1948-01-25, 2007-01-07, 0, 1, 5, 191761.87, 2822, 53
759153335, 1962-06-14, 2007-01-08, 0, 1, 1, 138634.19, 4954, 21
678658436, 1979-05-05, 2007-01-03, 2007-07-22, 1, 2, 380489.65, 929, 66
433640477, 1982-12-27, 2007-01-10, 0, 1, 9, 110053.88, 13870, 11
214598326, 1972-02-09, 2007-01-09, 2007-12-16, 1, 6, 277888.25, 1627, 69
191608713, 1966-09-29, 2007-01-07, 2015-07-31, 0, 3, 80731.94, 15525, 32
522185961, 1948-06-24, 2007-01-06, 2008-05-11, 1, 7, 51484.11, 2282, 160
504439355, 1951-01-20, 2007-01-06, 2009-08-15, 1, 9, 117927.12, 4669, 67
992396586, 1987-01-03, 2007-01-04, 2015-04-21, 1, 8, 32659.68, 14991, 79
871315367, 1958-11-25, 2007-01-10, 0, 1, 8, 305752.45, 4963, 52
918335561, 1972-10-04, 2007-01-06, 2012-08-16, 1, 9, 262600.87, 10137, 57
448789895, 1962-06-20, 2007-01-03, 0, 0, 2, 488929.70, 3414, 113
505435122, 1957-11-17, 2007-01-03, 0, 1, 5, 254584.00, 3907, 58
195891862, 1959-08-29, 2007-01-02, 2009-01-07, 0, 2, 169240.27, 3616, 45
